,index,TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,dt
2492,49,4:35 PM,80.6,64.4,58,30.01,10,SSE,8.1,-,,,Clear,160,04-07-2016 20:55
2493,50,4:55 PM,78.8,64.4,61,30.01,10,South,10.4,19.6,,,Mostly Cloudy,180,04-07-2016 21:00
2494,51,5:00 PM,80.6,64.4,58,30,10,South,8.1,17.3,,,Mostly Cloudy,180,04-07-2016 21:35
2495,52,5:35 PM,78.8,66.2,65,29.99,10,South,10.4,17.3,,,Overcast,170,04-07-2016 21:55
2496,53,5:55 PM,77,66.2,69,29.99,10,SSE,11.5,-,,,Overcast,160,04-07-2016 22:00
2497,54,6:00 PM,75.2,68,78,29.98,10,SSE,9.2,-,,,Overcast,160,04-07-2016 22:35
2498,55,6:35 PM,75.2,68,78,29.97,10,South,5.8,-,,,Overcast,190,04-07-2016 22:55
2499,56,6:55 PM,75.2,69.8,83,29.97,10,SSW,5.8,-,,,Overcast,210,04-07-2016 23:00
2500,57,7:00 PM,75.2,68,78,29.98,10,SW,9.2,-,,,Overcast,220,04-07-2016 23:35
2501,58,7:35 PM,75.2,66.2,73,29.98,10,SW,11.5,-,,,Overcast,220,04-07-2016 23:55
2502,59,7:55 PM,75.2,66.2,73,29.98,10,WSW,9.2,-,,,Overcast,240,05-07-2016 00:00
2503,60,8:00 PM,73.4,64.4,73,29.98,10,WSW,12.7,19.6,,,Overcast,240,05-07-2016 00:35
2504,61,8:35 PM,71.6,66.2,83,29.98,6,West,4.6,-,0.04,,Overcast,280,05-07-2016 00:55
2505,62,8:55 PM,71.6,66.2,83,29.97,10,WNW,4.6,-,0.04,,Overcast,300,05-07-2016 01:00
2506,63,9:00 PM,71.6,66.2,83,29.97,10,West,5.8,-,,,Overcast,260,05-07-2016 01:35
2507,64,9:35 PM,73.4,66.2,78,29.97,10,WSW,6.9,-,,,Overcast,250,05-07-2016 01:55
2508,65,9:55 PM,71.6,66.2,83,29.97,10,WSW,5.8,-,,,Overcast,250,05-07-2016 02:00
2509,66,10:00 PM,71.6,66.2,83,29.97,10,West,4.6,-,,,Overcast,270,05-07-2016 02:35
2510,67,10:35 PM,71.6,66.2,83,29.96,10,SW,6.9,-,,,Overcast,230,05-07-2016 02:55
2511,68,10:55 PM,71.6,66.2,83,29.95,10,WSW,4.6,-,0.01,,Overcast,250,05-07-2016 03:00
2512,69,11:00 PM,71.6,68,88,29.94,8,WSW,3.5,-,0.04,,Overcast,250,05-07-2016 03:35
2513,70,11:35 PM,71.6,68,88,29.94,7,SSW,5.8,-,0.1,,Overcast,200,05-07-2016 03:55
2514,71,11:55 PM,69.8,68,94,29.93,8,SSE,4.6,-,0.16,,Overcast,160,05-07-2016 04:00
2515,0,12:00 AM,69.8,68,94,29.91,5,Calm,Calm,-,0.08,,Overcast,0,05-07-2016 04:35
2516,1,12:35 AM,69.8,68,94,29.89,3,Calm,Calm,-,0.27,,Overcast,0,05-07-2016 04:55
2517,2,12:55 AM,69.8,69.8,100,29.88,9,Calm,Calm,-,0.32,,Overcast,0,05-07-2016 05:00
2518,3,1:00 AM,71.6,69.8,94,29.87,10,Calm,Calm,-,0.01,,Overcast,0,05-07-2016 05:35
2519,4,1:35 AM,71.6,69.8,94,29.86,10,NNW,3.5,-,0.02,,Overcast,340,05-07-2016 05:55
2520,5,1:55 AM,71.6,69.8,94,29.85,10,Calm,Calm,-,0.05,,Overcast,0,05-07-2016 06:00
2521,6,2:00 AM,71.6,69.8,94,29.84,10,West,3.5,-,,,Overcast,280,05-07-2016 06:35
2522,7,2:35 AM,71.6,69.8,94,29.83,10,WNW,3.5,-,,,Overcast,290,05-07-2016 06:55
2523,8,2:55 AM,71.6,69.8,94,29.82,8,West,3.5,-,0.01,,Overcast,280,05-07-2016 07:00
2524,9,3:00 AM,71.6,69.8,94,29.82,9,West,5.8,-,0.01,,Overcast,280,05-07-2016 07:55
2525,10,3:55 AM,71.6,71.6,100,29.81,10,West,4.6,-,0.05,,Overcast,260,05-07-2016 08:00
2526,11,4:00 AM,71.6,71.6,100,29.8,10,Calm,Calm,-,,,Overcast,0,05-07-2016 08:35
2527,12,4:35 AM,71.6,71.6,100,29.8,10,West,4.6,-,,,Overcast,270,05-07-2016 08:55
2528,13,4:55 AM,71.6,71.6,100,29.8,10,West,4.6,-,,,Overcast,270,05-07-2016 09:00
2529,14,5:00 AM,71.6,69.8,94,29.8,10,West,4.6,-,0.01,,Overcast,260,05-07-2016 09:35
2530,15,5:35 AM,71.6,69.8,94,29.79,10,WSW,3.5,-,0.01,,Overcast,250,05-07-2016 09:55
2531,16,5:55 AM,71.6,71.6,100,29.79,10,West,3.5,-,0.01,,Overcast,260,05-07-2016 10:00
2532,17,6:00 AM,71.6,71.6,100,29.79,10,West,5.8,-,,,Mostly Cloudy,260,05-07-2016 10:35
2533,18,6:35 AM,71.6,71.6,100,29.78,10,WSW,4.6,-,,,Mostly Cloudy,250,05-07-2016 10:55
2534,19,6:55 AM,71.6,71.6,100,29.78,10,SW,4.6,-,,,Overcast,230,05-07-2016 11:00
2535,20,7:00 AM,71.6,71.6,100,29.78,10,SW,4.6,-,,,Overcast,220,05-07-2016 11:35
2536,21,7:35 AM,71.6,71.6,100,29.78,10,WSW,4.6,-,,,Overcast,250,05-07-2016 11:55
2537,22,7:55 AM,73.4,71.6,94,29.78,10,WSW,5.8,-,,,Overcast,240,05-07-2016 12:00
2538,23,8:00 AM,73.4,71.6,94,29.78,10,West,4.6,-,,,Overcast,260,05-07-2016 12:35
2539,24,8:35 AM,73.4,71.6,94,29.77,10,West,3.5,-,,,Mostly Cloudy,280,05-07-2016 12:55
2540,25,8:55 AM,73.4,71.6,94,29.77,10,WSW,3.5,-,,,Mostly Cloudy,240,05-07-2016 13:00
2541,26,9:00 AM,75.2,71.6,89,29.78,10,WSW,6.9,-,,,Overcast,250,05-07-2016 13:35
2542,27,9:35 AM,75.2,71.6,89,29.78,10,West,5.8,-,,,Overcast,260,05-07-2016 13:55
2543,28,9:55 AM,75.2,71.6,89,29.77,10,WSW,3.5,-,,,Overcast,250,05-07-2016 14:00
2544,29,10:00 AM,77,71.6,83,29.77,10,Calm,Calm,-,,,Overcast,0,05-07-2016 14:35
2545,30,10:35 AM,78.8,71.6,78,29.77,9,South,3.5,-,,,Overcast,190,05-07-2016 14:55
2546,31,10:55 AM,78.8,69.8,74,29.78,10,SSW,4.6,-,,,Overcast,210,05-07-2016 15:00
2547,32,11:00 AM,78.8,69.8,74,29.79,10,SSW,3.5,-,,,Overcast,210,05-07-2016 15:35
2548,33,11:35 AM,78.8,69.8,74,29.78,10,SSW,4.6,-,,,Overcast,200,05-07-2016 15:55
2549,34,11:55 AM,78.8,69.8,74,29.78,10,Calm,Calm,-,,,Overcast,0,05-07-2016 16:00
2550,35,12:00 PM,80.6,69.8,70,29.78,10,South,3.5,-,,,Mostly Cloudy,190,05-07-2016 16:35
2551,36,12:35 PM,82.4,69.8,66,29.79,9,West,4.6,-,,,Mostly Cloudy,270,05-07-2016 16:55
2552,37,12:55 PM,84.2,69.8,62,29.79,10,East,4.6,-,,,Mostly Cloudy,90,05-07-2016 17:00
2553,38,1:00 PM,84.2,69.8,62,29.78,10,West,6.9,-,,,Scattered Clouds,260,05-07-2016 17:35
2554,39,1:35 PM,84.2,69.8,62,29.78,10,Calm,Calm,-,,,Partly Cloudy,0,05-07-2016 17:55
2555,40,1:55 PM,84.2,68,58,29.78,10,WSW,4.6,-,,,Mostly Cloudy,250,05-07-2016 18:00
2556,41,2:00 PM,82.4,68,62,29.78,10,South,3.5,-,,,Overcast,170,05-07-2016 18:35
2557,42,2:35 PM,84.2,68,58,29.78,9,Calm,Calm,-,,,Overcast,0,05-07-2016 18:55
2558,43,2:55 PM,84.2,68,58,29.78,10,Calm,Calm,-,,,Overcast,0,05-07-2016 19:00
2559,44,3:00 PM,87.8,68,52,29.78,10,West,8.1,-,,,Mostly Cloudy,270,05-07-2016 19:35
2560,45,3:35 PM,89.6,66.2,46,29.78,10,WSW,5.8,-,,,Mostly Cloudy,240,05-07-2016 19:55
2561,46,3:55 PM,89.6,66.2,46,29.78,10,WSW,4.6,-,,,Scattered Clouds,250,05-07-2016 20:00
2562,47,4:00 PM,89.6,66.2,46,29.78,10,West,5.8,-,,,Partly Cloudy,260,05-07-2016 20:35
2563,48,4:35 PM,89.6,66.2,46,29.77,10,WSW,4.6,-,,,Partly Cloudy,240,05-07-2016 20:55
2564,49,4:55 PM,89.6,64.4,43,29.77,10,West,4.6,-,,,Scattered Clouds,280,05-07-2016 21:00
2565,50,5:00 PM,91.4,64.4,41,29.77,10,South,3.5,-,,,Clear,170,05-07-2016 21:35
2566,51,5:35 PM,91.4,64.4,41,29.77,10,West,5.8,-,,,Clear,260,05-07-2016 21:55
2567,52,5:55 PM,91.4,64.4,41,29.77,10,West,9.2,-,,,Clear,270,05-07-2016 22:00
2568,53,6:00 PM,89.6,64.4,43,29.77,10,West,8.1,-,,,Clear,260,05-07-2016 22:35
2569,54,6:35 PM,89.6,66.2,46,29.77,10,West,6.9,-,,,Clear,270,05-07-2016 22:55
2570,55,6:55 PM,87.8,66.2,49,29.77,10,West,4.6,-,,,Partly Cloudy,270,05-07-2016 23:00
2571,56,7:00 PM,86,66.2,51,29.78,10,West,9.2,-,,,Partly Cloudy,270,05-07-2016 23:35
2572,57,7:35 PM,84.2,66.2,55,29.78,10,West,5.8,-,,,Partly Cloudy,270,05-07-2016 23:55
2573,58,7:55 PM,84.2,66.2,55,29.79,10,West,8.1,-,,,Clear,270,06-07-2016 00:00
2574,59,8:00 PM,84.2,68,58,29.79,10,West,5.8,-,,,Clear,270,06-07-2016 00:35
2575,60,8:35 PM,84.2,68,58,29.8,10,West,6.9,-,,,Clear,280,06-07-2016 00:55
2576,61,8:55 PM,82.4,68,62,29.8,10,West,5.8,-,,,Clear,270,06-07-2016 01:00
2577,62,9:00 PM,82.4,69.8,66,29.81,10,West,6.9,-,,,Clear,270,06-07-2016 01:35
2578,63,9:35 PM,82.4,69.8,66,29.81,10,SW,4.6,-,,,Clear,230,06-07-2016 01:55
2579,64,9:55 PM,82.4,69.8,66,29.82,10,WSW,4.6,-,,,Clear,240,06-07-2016 02:00
2580,65,10:00 PM,82.4,69.8,66,29.82,10,SSW,5.8,-,,,Clear,200,06-07-2016 02:35
2581,66,10:35 PM,80.6,69.8,70,29.83,10,SW,4.6,-,,,Clear,230,06-07-2016 02:55
2582,67,10:55 PM,80.6,69.8,70,29.83,10,SW,5.8,-,,,Clear,220,06-07-2016 03:00
2583,68,11:00 PM,78.8,69.8,74,29.84,10,WSW,5.8,-,,,Clear,250,06-07-2016 03:35
2584,69,11:35 PM,80.6,69.8,70,29.84,10,West,3.5,-,,,Clear,260,06-07-2016 03:55
2585,70,11:55 PM,80.6,69.8,70,29.85,10,West,4.6,-,,,Clear,270,06-07-2016 04:00
2586,0,12:00 AM,80.6,69.8,70,29.85,10,West,5.8,-,,,Clear,270,06-07-2016 04:35
2587,1,12:35 AM,80.6,69.8,70,29.85,10,West,5.8,-,,,Clear,270,06-07-2016 04:55
2588,2,12:55 AM,80.6,69.8,70,29.85,10,SSW,3.5,-,,,Clear,200,06-07-2016 05:00
2589,3,1:00 AM,78.8,69.8,74,29.85,10,WSW,3.5,-,,,Clear,240,06-07-2016 05:35
2590,4,1:35 AM,77,69.8,78,29.85,10,South,4.6,-,,,Clear,190,06-07-2016 05:55
2591,5,1:55 AM,77,69.8,78,29.84,10,Calm,Calm,-,,,Clear,0,06-07-2016 06:00
2592,6,2:00 AM,78.8,69.8,74,29.84,10,Calm,Calm,-,,,Clear,0,06-07-2016 06:35
2593,7,2:35 AM,78.8,69.8,74,29.84,10,WSW,3.5,-,,,Clear,250,06-07-2016 06:55
2594,8,2:55 AM,78.8,69.8,74,29.83,10,Calm,Calm,-,,,Clear,0,06-07-2016 07:00
2595,9,3:00 AM,77,69.8,78,29.83,10,Calm,Calm,-,,,Clear,0,06-07-2016 07:35
2596,10,3:35 AM,75.2,69.8,83,29.82,10,Calm,Calm,-,,,Clear,0,06-07-2016 07:55
2597,11,3:55 AM,77,69.8,78,29.82,10,Calm,Calm,-,,,Clear,0,06-07-2016 08:00
2598,12,4:00 AM,78.8,69.8,74,29.83,10,West,3.5,-,,,Clear,270,06-07-2016 08:35
2599,13,4:35 AM,78.8,69.8,74,29.83,10,Calm,Calm,-,,,Clear,0,06-07-2016 08:55
2600,14,4:55 AM,75.2,69.8,83,29.84,10,SSW,4.6,-,,,Clear,200,06-07-2016 09:00
2601,15,5:00 AM,75.2,69.8,83,29.85,10,West,6.9,-,,,Clear,270,06-07-2016 09:35
2602,16,5:35 AM,75.2,69.8,83,29.86,10,Calm,Calm,-,,,Clear,0,06-07-2016 09:55
2603,17,5:55 AM,75.2,69.8,83,29.87,10,WSW,4.6,-,,,Clear,250,06-07-2016 10:00
2604,18,6:00 AM,75.2,69.8,83,29.88,10,Calm,Calm,-,,,Clear,0,06-07-2016 10:35
2605,19,6:35 AM,75.2,69.8,83,29.89,10,Calm,Calm,-,,,Clear,0,06-07-2016 10:55
2606,20,6:55 AM,75.2,69.8,83,29.89,9,Calm,Calm,-,,,Clear,0,06-07-2016 11:00
2607,21,7:00 AM,75.2,69.8,83,29.89,10,Calm,Calm,-,,,Scattered Clouds,0,06-07-2016 11:35
2608,22,7:35 AM,77,69.8,78,29.89,10,Calm,Calm,-,,,Partly Cloudy,0,06-07-2016 11:55
2609,23,7:55 AM,77,69.8,78,29.89,10,Calm,Calm,-,,,Clear,0,06-07-2016 12:00
2610,24,8:00 AM,78.8,69.8,74,29.89,10,Calm,Calm,-,,,Clear,0,06-07-2016 12:35
2611,25,8:35 AM,78.8,69.8,74,29.89,10,SW,3.5,-,,,Clear,220,06-07-2016 12:55
2612,26,8:55 AM,77,69.8,78,29.88,10,WSW,4.6,-,,,Clear,240,06-07-2016 13:00
2613,27,9:00 AM,78.8,69.8,74,29.88,10,West,3.5,-,,,Clear,260,06-07-2016 13:35
2614,28,9:35 AM,80.6,69.8,70,29.88,10,WSW,4.6,-,,,Clear,250,06-07-2016 13:55
2615,29,9:55 AM,82.4,69.8,66,29.88,10,WSW,5.8,-,,,Clear,250,06-07-2016 14:00
2616,30,10:00 AM,82.4,69.8,66,29.88,10,West,4.6,-,,,Clear,260,06-07-2016 14:35
2617,31,10:35 AM,84.2,66.2,55,29.88,10,West,4.6,-,,,Clear,270,06-07-2016 14:55
2618,32,10:55 AM,84.2,68,58,29.88,9,West,6.9,-,,,Clear,270,06-07-2016 15:00
2619,33,11:00 AM,86,66.2,51,29.88,10,West,4.6,-,,,Clear,260,06-07-2016 15:35
2620,34,11:35 AM,87.8,62.6,43,29.88,9,SW,3.5,-,,,Clear,220,06-07-2016 15:55
2621,35,11:55 AM,89.6,64.4,43,29.89,10,Calm,Calm,-,,,Clear,0,06-07-2016 16:00
2622,36,12:00 PM,89.6,64.4,43,29.89,10,West,5.8,-,,,Clear,270,06-07-2016 16:35
2623,37,12:35 PM,89.6,66.2,46,29.88,10,WSW,5.8,-,,,Clear,240,06-07-2016 16:55
2624,38,12:55 PM,89.6,64.4,43,29.88,10,SW,8.1,-,,,Clear,220,06-07-2016 17:00
2625,39,1:00 PM,91.4,62.6,38,29.88,9,WSW,4.6,-,,,Partly Cloudy,240,06-07-2016 17:35
2626,40,1:35 PM,89.6,62.6,40,29.87,10,SW,4.6,-,,,Scattered Clouds,230,06-07-2016 17:55
2627,41,1:55 PM,89.6,62.6,40,29.86,10,SW,4.6,-,,,Mostly Cloudy,230,06-07-2016 18:00
2628,42,2:00 PM,91.4,62.6,38,29.86,10,SW,5.8,-,,,Scattered Clouds,230,06-07-2016 18:35
2629,43,2:35 PM,91.4,64.4,41,29.86,10,SW,5.8,-,,,Scattered Clouds,230,06-07-2016 18:55
2630,44,2:55 PM,89.6,64.4,43,29.85,10,SW,5.8,-,,,Scattered Clouds,230,06-07-2016 19:00
2631,45,3:00 PM,91.4,64.4,41,29.85,10,SW,5.8,-,,,Scattered Clouds,230,06-07-2016 19:35
2632,46,3:35 PM,91.4,62.6,38,29.85,10,WSW,3.5,-,,,Partly Cloudy,240,06-07-2016 19:55
2633,47,3:55 PM,91.4,62.6,38,29.84,10,WSW,3.5,-,,,Scattered Clouds,250,06-07-2016 20:00
2634,48,4:00 PM,91.4,62.6,38,29.83,9,West,4.6,-,,,Partly Cloudy,260,06-07-2016 20:35
2635,49,4:35 PM,91.4,64.4,41,29.82,10,SW,3.5,-,,,Clear,220,06-07-2016 20:55
2636,50,4:55 PM,89.6,64.4,43,29.82,10,SSW,3.5,-,,,Clear,210,06-07-2016 21:00
2637,51,5:00 PM,91.4,64.4,41,29.82,10,SW,4.6,-,,,Clear,230,06-07-2016 21:35
2638,52,5:35 PM,91.4,64.4,41,29.82,10,SSW,5.8,-,,,Clear,210,06-07-2016 21:55
2639,53,5:55 PM,89.6,64.4,43,29.81,10,SSW,4.6,-,,,Partly Cloudy,200,06-07-2016 22:00
2640,54,6:00 PM,87.8,66.2,49,29.81,10,South,8.1,-,,,Clear,170,06-07-2016 22:35
2641,55,6:35 PM,87.8,66.2,49,29.81,10,SSW,3.5,-,,,Clear,210,06-07-2016 22:55
2642,56,6:55 PM,86,69.8,58,29.81,10,South,6.9,-,,,Clear,180,06-07-2016 23:00
2643,57,7:00 PM,84.2,69.8,62,29.82,10,SSW,4.6,-,,,Clear,210,06-07-2016 23:35
2644,58,7:35 PM,84.2,68,58,29.82,10,SW,5.8,-,,,Clear,230,06-07-2016 23:55
2645,59,7:55 PM,84.2,69.8,62,29.82,10,SSW,5.8,-,,,Clear,210,07-07-2016 00:00
2646,60,8:00 PM,84.2,69.8,62,29.82,10,West,3.5,-,,,Clear,260,07-07-2016 00:35
2647,61,8:35 PM,84.2,69.8,62,29.82,10,Calm,Calm,-,,,Clear,0,07-07-2016 00:55
2648,62,8:55 PM,84.2,69.8,62,29.82,10,SW,3.5,-,,,Scattered Clouds,230,07-07-2016 01:00
2649,63,9:00 PM,82.4,71.6,70,29.83,10,Calm,Calm,-,,,Mostly Cloudy,0,07-07-2016 01:35
2650,64,9:35 PM,82.4,71.6,70,29.83,10,Calm,Calm,-,,,Partly Cloudy,0,07-07-2016 01:55
2651,65,9:55 PM,82.4,71.6,70,29.83,10,Calm,Calm,-,,,Partly Cloudy,0,07-07-2016 02:00
2652,66,10:00 PM,82.4,71.6,70,29.83,10,Calm,Calm,-,,,Partly Cloudy,0,07-07-2016 02:35
2653,67,10:35 PM,82.4,71.6,70,29.83,10,WNW,3.5,-,,,Clear,300,07-07-2016 02:55
2654,68,10:55 PM,82.4,71.6,70,29.83,10,WNW,3.5,-,,,Clear,300,07-07-2016 03:00
2655,69,11:00 PM,82.4,71.6,70,29.83,10,WNW,3.5,-,,,Clear,300,07-07-2016 03:35
2656,70,11:35 PM,82.4,71.6,70,29.83,10,WNW,3.5,-,,,Clear,290,07-07-2016 03:55
2657,71,11:55 PM,82.4,71.6,70,29.84,10,WNW,5.8,-,,,Clear,300,07-07-2016 04:00
2658,0,12:00 AM,80.6,71.6,74,29.83,10,West,3.5,-,,,Clear,280,07-07-2016 04:35
2659,1,12:35 AM,80.6,71.6,74,29.84,10,WNW,3.5,-,,,Clear,290,07-07-2016 04:55
2660,2,12:55 AM,80.6,71.6,74,29.83,10,Calm,Calm,-,,,Clear,0,07-07-2016 05:00
2661,3,1:00 AM,80.6,71.6,74,29.83,10,Calm,Calm,-,,,Clear,0,07-07-2016 05:35
2662,4,1:35 AM,78.8,71.6,78,29.83,10,West,3.5,-,,,Clear,270,07-07-2016 05:55
2663,5,1:55 AM,80.6,71.6,74,29.83,10,West,3.5,-,,,Clear,260,07-07-2016 06:00
2664,6,2:00 AM,80.6,71.6,74,29.82,10,WSW,3.5,-,,,Clear,240,07-07-2016 06:35
2665,7,2:35 AM,78.8,71.6,78,29.82,10,SSW,3.5,-,,,Partly Cloudy,210,07-07-2016 06:55
2666,8,2:55 AM,78.8,71.6,78,29.81,10,SSW,3.5,-,,,Scattered Clouds,200,07-07-2016 07:00
2667,9,3:00 AM,78.8,71.6,78,29.81,10,Calm,Calm,-,,,Scattered Clouds,0,07-07-2016 07:35
2668,10,3:35 AM,78.8,71.6,78,29.8,10,Calm,Calm,-,,,Mostly Cloudy,0,07-07-2016 07:55
2669,11,3:55 AM,77,71.6,83,29.79,10,SSW,3.5,-,,,Partly Cloudy,200,07-07-2016 08:00
2670,12,4:00 AM,78.8,71.6,78,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 08:35
2671,13,4:35 AM,77,71.6,83,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 08:55
2672,14,4:55 AM,78.8,71.6,78,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 09:00
2673,15,5:00 AM,75.2,71.6,89,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 09:35
2674,16,5:35 AM,77,71.6,83,29.79,10,SSW,3.5,-,,,Clear,200,07-07-2016 09:55
2675,17,5:55 AM,77,71.6,83,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 10:00
2676,18,6:00 AM,78.8,71.6,78,29.79,10,Calm,Calm,-,,,Clear,0,07-07-2016 10:35
2677,19,6:35 AM,78.8,71.6,78,29.8,10,WSW,3.5,-,,,Clear,250,07-07-2016 10:55
2678,20,6:55 AM,78.8,71.6,78,29.8,10,WSW,3.5,-,,,Clear,240,07-07-2016 11:00
2679,21,7:00 AM,78.8,71.6,78,29.79,10,SW,3.5,-,,,Clear,220,07-07-2016 11:35
2680,22,7:35 AM,78.8,71.6,78,29.8,10,WSW,3.5,-,,,Clear,250,07-07-2016 11:55
2681,23,7:55 AM,78.8,71.6,78,29.8,10,Calm,Calm,-,,,Clear,0,07-07-2016 12:00
2682,24,8:00 AM,78.8,71.6,78,29.8,10,Calm,Calm,-,,,Clear,0,07-07-2016 12:35
2683,25,8:35 AM,80.6,71.6,74,29.8,10,Calm,Calm,-,,,Clear,0,07-07-2016 12:55
2684,26,8:55 AM,82.4,71.6,70,29.81,9,West,4.6,-,,,Clear,280,07-07-2016 13:00
2685,27,9:00 AM,82.4,71.6,70,29.8,10,WNW,4.6,-,,,Clear,300,07-07-2016 13:35
2686,28,9:35 AM,84.2,73.4,70,29.8,8,West,4.6,-,,,Clear,270,07-07-2016 13:55
2687,29,9:55 AM,84.2,73.4,70,29.8,8,West,4.6,-,,,Clear,260,07-07-2016 14:00
2688,30,10:00 AM,84.2,73.4,70,29.8,9,WNW,3.5,-,,,Clear,300,07-07-2016 14:35
2689,31,10:35 AM,86,73.4,66,29.8,8,WSW,5.8,-,,,Clear,240,07-07-2016 14:55
2690,32,10:55 AM,87.8,73.4,62,29.79,10,SW,4.6,-,,,Clear,230,07-07-2016 15:00
2691,33,11:00 AM,89.6,69.8,52,29.79,8,SW,8.1,-,,,Partly Cloudy,230,07-07-2016 15:35
2692,34,11:35 AM,89.6,69.8,52,29.79,10,SW,10.4,19.6,,,Partly Cloudy,220,07-07-2016 15:55
2693,35,11:55 AM,89.6,69.8,52,29.79,10,WSW,8.1,-,,,Clear,240,07-07-2016 16:00
2694,36,12:00 PM,87.8,69.8,55,29.79,7,SW,8.1,-,,,Clear,220,07-07-2016 16:35
2695,37,12:35 PM,89.6,69.8,52,29.78,10,WSW,4.6,-,,,Clear,240,07-07-2016 16:55
2696,38,12:55 PM,89.6,69.8,52,29.78,10,SSW,8.1,18.4,,,Clear,210,07-07-2016 17:00
2697,39,1:00 PM,89.6,69.8,52,29.76,10,SW,6.9,-,,,Scattered Clouds,230,07-07-2016 17:35
2698,40,1:35 PM,89.6,68,49,29.75,9,WSW,9.2,-,,,Scattered Clouds,240,07-07-2016 17:55
2699,41,1:55 PM,87.8,69.8,55,29.74,8,South,5.8,-,,,Mostly Cloudy,190,07-07-2016 18:00
2700,42,2:00 PM,87.8,69.8,55,29.74,10,SW,10.4,-,,,Mostly Cloudy,220,07-07-2016 18:35
2701,43,2:35 PM,87.8,69.8,55,29.74,10,WSW,5.8,-,,,Scattered Clouds,250,07-07-2016 18:55
2702,44,2:55 PM,87.8,69.8,55,29.73,10,West,3.5,-,,,Mostly Cloudy,270,07-07-2016 19:00
2703,45,3:00 PM,87.8,69.8,55,29.73,10,West,5.8,-,,,Mostly Cloudy,260,07-07-2016 19:35
2704,46,3:35 PM,87.8,69.8,55,29.73,10,SW,5.8,-,,,Scattered Clouds,230,07-07-2016 19:55
2705,47,3:55 PM,84.2,71.6,66,29.74,8,WSW,6.9,-,,,Mostly Cloudy,240,07-07-2016 20:00
2706,48,4:00 PM,84.2,71.6,66,29.73,10,SSW,6.9,-,,,Scattered Clouds,210,07-07-2016 20:35
2707,49,4:35 PM,84.2,71.6,66,29.74,10,SW,5.8,21.9,,,Scattered Clouds,220,07-07-2016 20:55
2708,50,4:55 PM,84.2,73.4,70,29.74,10,Calm,Calm,-,,,Mostly Cloudy,0,07-07-2016 21:00
2709,51,5:00 PM,84.2,71.6,66,29.74,10,Calm,Calm,-,,,Overcast,0,07-07-2016 21:35
2710,52,5:35 PM,82.4,71.6,70,29.74,10,Calm,Calm,-,,,Scattered Clouds,0,07-07-2016 21:55
2711,53,5:55 PM,82.4,71.6,70,29.75,10,West,3.5,-,,,Partly Cloudy,260,07-07-2016 22:00
2712,54,6:00 PM,82.4,71.6,70,29.75,10,West,5.8,-,,,Mostly Cloudy,270,07-07-2016 22:35
2713,55,6:35 PM,80.6,71.6,74,29.75,10,West,5.8,-,,,Overcast,270,07-07-2016 22:55
2714,56,6:55 PM,82.4,71.6,70,29.75,10,Calm,Calm,-,,,Overcast,0,07-07-2016 23:00
2715,57,7:00 PM,80.6,71.6,74,29.75,10,Calm,Calm,-,,,Overcast,0,07-07-2016 23:35
2716,58,7:35 PM,82.4,71.6,70,29.75,10,Calm,Calm,-,,,Overcast,0,07-07-2016 23:55
2717,59,7:55 PM,80.6,71.6,74,29.74,10,ENE,3.5,-,,,Mostly Cloudy,60,08-07-2016 00:00
2718,60,8:00 PM,80.6,71.6,74,29.74,10,SSE,4.6,-,,,Scattered Clouds,150,08-07-2016 00:35
2719,61,8:35 PM,80.6,71.6,74,29.75,10,South,3.5,-,,,Partly Cloudy,170,08-07-2016 00:55
2720,62,8:55 PM,80.6,71.6,74,29.75,10,Calm,Calm,-,,,Scattered Clouds,0,08-07-2016 01:00
2721,63,9:00 PM,80.6,71.6,74,29.75,10,Calm,Calm,-,,,Overcast,0,08-07-2016 01:35
2722,64,9:35 PM,80.6,73.4,79,29.76,10,Calm,Calm,-,,,Scattered Clouds,0,08-07-2016 01:55
2723,65,9:55 PM,80.6,73.4,79,29.76,10,Calm,Calm,-,,,Clear,0,08-07-2016 02:00
2724,66,10:00 PM,78.8,71.6,78,29.76,10,West,3.5,-,,,Clear,260,08-07-2016 02:35
2725,67,10:35 PM,78.8,73.4,83,29.77,10,WSW,5.8,-,,,Clear,250,08-07-2016 02:55
2726,68,10:55 PM,77,73.4,89,29.77,10,West,6.9,-,,,Clear,270,08-07-2016 03:00
2727,69,11:00 PM,77,73.4,89,29.76,10,SW,4.6,-,,,Clear,230,08-07-2016 03:35
2728,70,11:35 PM,75.2,71.6,89,29.76,10,Calm,Calm,-,,,Clear,0,08-07-2016 03:55
2729,71,11:55 PM,75.2,73.4,94,29.75,10,Calm,Calm,-,,,Clear,0,08-07-2016 04:00
2730,0,12:00 AM,75.2,73.4,94,29.75,10,WSW,3.5,-,,,Clear,250,08-07-2016 04:35
